2021-2-15,21:47:21:693,16268, 2341, 12977
2021-2-15,21:47:21:703,16266, 2343, 12978
2021-2-15,21:47:21:713,16266, 2343, 12978
2021-2-15,21:47:21:723,16269, 2338, 12978
2021-2-15,21:47:21:733,16269, 2338, 12978
2021-2-15,21:47:21:743,16268, 2340, 12980
2021-2-15,21:47:21:753,16268, 2340, 12980
2021-2-15,21:47:21:763,16265, 2342, 12976
2021-2-15,21:47:21:773,16265, 2342, 12976
2021-2-15,21:47:21:783,16269, 2340, 12978
2021-2-15,21:47:21:793,16269, 2340, 12978
2021-2-15,21:47:21:803,16269, 2338, 12983
2021-2-15,21:47:21:813,16269, 2338, 12983
2021-2-15,21:47:21:823,16265, 2348, 12978
2021-2-15,21:47:21:833,16265, 2348, 12978
2021-2-15,21:47:21:843,16266, 2339, 12974
2021-2-15,21:47:21:853,16266, 2339, 12974
2021-2-15,21:47:21:863,16266, 2340, 12977
2021-2-15,21:47:21:873,16266, 2340, 12977
2021-2-15,21:47:21:883,16270, 2338, 12978
2021-2-15,21:47:21:893,16270, 2338, 12978
2021-2-15,21:47:21:903,16268, 2339, 12975
2021-2-15,21:47:21:913,16268, 2339, 12975
2021-2-15,21:47:21:923,16269, 2339, 12977
2021-2-15,21:47:21:933,16269, 2339, 12977
2021-2-15,21:47:21:943,16269, 2341, 12978
2021-2-15,21:47:21:953,16269, 2341, 12978
2021-2-15,21:47:21:963,16269, 2338, 12978
2021-2-15,21:47:21:973,16269, 2338, 12978
2021-2-15,21:47:21:983,16265, 2337, 12981
2021-2-15,21:47:21:993,16265, 2337, 12981
2021-2-15,21:47:22:3,16265, 2338, 12982
2021-2-15,21:47:22:13,16267, 2338, 12982
2021-2-15,21:47:22:23,16267, 2341, 12978
2021-2-15,21:47:22:33,16268, 2341, 12978
2021-2-15,21:47:22:43,16268, 2341, 12973
2021-2-15,21:47:22:53,16270, 2338, 12973
2021-2-15,21:47:22:63,16270, 2338, 12973
2021-2-15,21:47:22:73,16264, 2340, 12980
2021-2-15,21:47:22:83,16264, 2340, 12980
2021-2-15,21:47:22:93,16267, 2339, 12982
2021-2-15,21:47:22:103,16267, 2339, 12982
2021-2-15,21:47:22:113,16266, 2341, 12980
2021-2-15,21:47:22:123,16266, 2341, 12980
2021-2-15,21:47:22:133,16269, 2337, 12976
2021-2-15,21:47:22:143,16269, 2337, 12976
2021-2-15,21:47:22:153,16266, 2340, 12977
2021-2-15,21:47:22:163,16266, 2340, 12977
2021-2-15,21:47:22:173,16268, 2343, 12975
2021-2-15,21:47:22:183,16268, 2343, 12975
2021-2-15,21:47:22:193,16266, 2343, 12979
2021-2-15,21:47:22:203,16266, 2343, 12979
2021-2-15,21:47:22:213,16270, 2339, 12977
2021-2-15,21:47:22:223,16270, 2339, 12977
2021-2-15,21:47:22:233,16267, 2340, 12982
2021-2-15,21:47:22:243,16267, 2340, 12982
2021-2-15,21:47:22:253,16273, 2337, 12982
2021-2-15,21:47:22:263,16273, 2337, 12982
2021-2-15,21:47:22:273,16269, 2339, 12976
2021-2-15,21:47:22:283,16269, 2339, 12976
2021-2-15,21:47:22:293,16265, 2340, 12978
2021-2-15,21:47:22:303,16265, 2340, 12978
2021-2-15,21:47:22:313,16265, 2338, 12978
2021-2-15,21:47:22:323,16265, 2338, 12978
2021-2-15,21:47:22:333,16268, 2343, 12975
2021-2-15,21:47:22:343,16268, 2343, 12975
2021-2-15,21:47:22:353,16266, 2338, 12979
2021-2-15,21:47:22:363,16266, 2338, 12979
2021-2-15,21:47:22:373,16268, 2341, 12978
2021-2-15,21:47:22:383,16268, 2341, 12978
2021-2-15,21:47:22:393,16269, 2339, 12980
2021-2-15,21:47:22:403,16269, 2339, 12980
2021-2-15,21:47:22:413,16266, 2342, 12979
2021-2-15,21:47:22:423,16266, 2342, 12979
2021-2-15,21:47:22:433,16270, 2341, 12983
2021-2-15,21:47:22:443,16270, 2341, 12983
2021-2-15,21:47:22:453,16269, 2340, 12982
2021-2-15,21:47:22:463,16269, 2340, 12982
2021-2-15,21:47:22:473,16266, 2337, 12980
2021-2-15,21:47:22:483,16266, 2337, 12980
2021-2-15,21:47:22:493,16268, 2342, 12977
2021-2-15,21:47:22:503,16268, 2342, 12977
2021-2-15,21:47:22:513,16270, 2344, 12976
2021-2-15,21:47:22:523,16270, 2344, 12976
2021-2-15,21:47:22:533,16267, 2340, 12978
2021-2-15,21:47:22:543,16267, 2340, 12978
2021-2-15,21:47:22:553,16267, 2340, 12974
2021-2-15,21:47:22:563,16267, 2340, 12974
2021-2-15,21:47:22:573,16266, 2341, 12984
2021-2-15,21:47:22:583,16266, 2341, 12984
2021-2-15,21:47:22:593,16268, 2346, 12974
2021-2-15,21:47:22:603,16268, 2346, 12974
2021-2-15,21:47:22:613,16265, 2337, 12976
2021-2-15,21:47:22:623,16265, 2337, 12976
2021-2-15,21:47:22:633,16267, 2338, 12981
2021-2-15,21:47:22:643,16267, 2338, 12981
2021-2-15,21:47:22:653,16266, 2335, 12980
2021-2-15,21:47:22:663,16266, 2335, 12980
2021-2-15,21:47:22:673,16264, 2341, 12978
2021-2-15,21:47:22:683,16264, 2341, 12978
2021-2-15,21:47:22:693,16266, 2341, 12975
2021-2-15,21:47:22:703,16266, 2341, 12975
2021-2-15,21:47:22:713,16269, 2338, 12980
2021-2-15,21:47:22:723,16269, 2338, 12980
2021-2-15,21:47:22:733,16268, 2339, 12983
2021-2-15,21:47:22:743,16268, 2339, 12983
2021-2-15,21:47:22:753,16268, 2341, 12981
2021-2-15,21:47:22:763,16268, 2341, 12981
2021-2-15,21:47:22:773,16266, 2339, 12978
2021-2-15,21:47:22:783,16266, 2339, 12978
2021-2-15,21:47:22:793,16270, 2340, 12977
2021-2-15,21:47:22:803,16270, 2340, 12977
2021-2-15,21:47:22:813,16269, 2344, 12984
2021-2-15,21:47:22:823,16269, 2344, 12984
2021-2-15,21:47:22:833,16271, 2342, 12978
2021-2-15,21:47:22:843,16271, 2342, 12978
2021-2-15,21:47:22:853,16268, 2344, 12974
2021-2-15,21:47:22:863,16268, 2344, 12974
2021-2-15,21:47:22:873,16267, 2337, 12978
2021-2-15,21:47:22:883,16267, 2337, 12978
2021-2-15,21:47:22:893,16265, 2343, 12977
2021-2-15,21:47:22:903,16265, 2343, 12977
2021-2-15,21:47:22:913,16267, 2342, 12977
2021-2-15,21:47:22:923,16267, 2342, 12977
2021-2-15,21:47:22:933,16268, 2338, 12985
2021-2-15,21:47:22:943,16268, 2338, 12985
2021-2-15,21:47:22:953,16271, 2336, 12980
2021-2-15,21:47:22:963,16271, 2336, 12980
2021-2-15,21:47:22:973,16265, 2341, 12983
2021-2-15,21:47:22:983,16265, 2341, 12983
2021-2-15,21:47:22:993,16267, 2337, 12976
2021-2-15,21:47:23:3,16267, 2337, 12976
2021-2-15,21:47:23:13,16270, 2341, 12977
2021-2-15,21:47:23:23,16270, 2341, 12977
2021-2-15,21:47:23:33,16267, 2342, 12983
2021-2-15,21:47:23:43,16267, 2342, 12983
2021-2-15,21:47:23:53,16267, 2342, 12974
2021-2-15,21:47:23:63,16267, 2342, 12974
2021-2-15,21:47:23:73,16265, 2342, 12981
2021-2-15,21:47:23:83,16265, 2342, 12981
2021-2-15,21:47:23:93,16270, 2344, 12977
2021-2-15,21:47:23:103,16270, 2344, 12977
2021-2-15,21:47:23:113,16268, 2336, 12979
2021-2-15,21:47:23:123,16268, 2336, 12979
2021-2-15,21:47:23:133,16267, 2335, 12979
2021-2-15,21:47:23:143,16267, 2335, 12979
2021-2-15,21:47:23:153,16269, 2339, 12979
2021-2-15,21:47:23:163,16269, 2339, 12979
2021-2-15,21:47:23:173,16270, 2339, 12977
2021-2-15,21:47:23:183,16270, 2339, 12977
2021-2-15,21:47:23:193,16269, 2341, 12978
2021-2-15,21:47:23:203,16269, 2341, 12978
2021-2-15,21:47:23:213,16267, 2340, 12979
2021-2-15,21:47:23:223,16267, 2340, 12979
2021-2-15,21:47:23:233,16265, 2339, 12977
2021-2-15,21:47:23:243,16265, 2339, 12977
2021-2-15,21:47:23:253,16268, 2342, 12980
2021-2-15,21:47:23:263,16268, 2342, 12980
2021-2-15,21:47:23:273,16270, 2338, 12978
2021-2-15,21:47:23:283,16270, 2338, 12978
2021-2-15,21:47:23:293,16269, 2338, 12975
2021-2-15,21:47:23:303,16269, 2338, 12975
2021-2-15,21:47:23:313,16268, 2343, 12976
2021-2-15,21:47:23:323,16268, 2343, 12976
2021-2-15,21:47:23:333,16267, 2343, 12977
2021-2-15,21:47:23:343,16267, 2343, 12977
2021-2-15,21:47:23:353,16264, 2343, 12976
2021-2-15,21:47:23:363,16264, 2343, 12976
2021-2-15,21:47:23:373,16267, 2341, 12978
2021-2-15,21:47:23:383,16267, 2341, 12978
2021-2-15,21:47:23:393,16268, 2340, 12983
2021-2-15,21:47:23:403,16268, 2340, 12983
2021-2-15,21:47:23:413,16268, 2340, 12982
2021-2-15,21:47:23:423,16268, 2340, 12982
2021-2-15,21:47:23:433,16269, 2337, 12974
2021-2-15,21:47:23:443,16269, 2337, 12974
2021-2-15,21:47:23:453,16267, 2343, 12977
2021-2-15,21:47:23:463,16267, 2343, 12977
2021-2-15,21:47:23:473,16269, 2338, 12979
2021-2-15,21:47:23:483,16269, 2338, 12979
2021-2-15,21:47:23:493,16269, 2340, 12978
2021-2-15,21:47:23:503,16268, 2340, 12978
2021-2-15,21:47:23:513,16268, 2340, 12975
2021-2-15,21:47:23:523,16266, 2340, 12975
2021-2-15,21:47:23:533,16266, 2340, 12978
2021-2-15,21:47:23:543,16269, 2340, 12978
2021-2-15,21:47:23:553,16269, 2340, 12978
2021-2-15,21:47:23:563,16269, 2335, 12981
2021-2-15,21:47:23:573,16269, 2335, 12981
2021-2-15,21:47:23:583,16267, 2340, 12980
2021-2-15,21:47:23:593,16267, 2340, 12980
2021-2-15,21:47:23:603,16270, 2337, 12986
2021-2-15,21:47:23:613,16270, 2337, 12986
2021-2-15,21:47:23:623,16267, 2338, 12979
2021-2-15,21:47:23:633,16267, 2338, 12979
